Factory,Date,Location,Machine Type,Machine Utilization (%),Machine Downtime (hours),Maintenance History,Machine Age (years),Batch Quality (Pass %),Cycle Time (minutes),Energy Consumption (kWh),Energy Efficiency Rating,CO2 Emissions (kg),Emission Limit Compliance,Waste Generated (kg),Water Usage (liters),Shift,Operator Experience (years),Team Size,Operator Training Level,Absenteeism Rate (%),Product Category,Supplier,Supplier Delays (days),Raw Material Quality,Market Demand Index,Cost of Downtime ($),Revenue ($),Profit Margin (%),Breakdowns (count),Safety Incidents (count),Defect Root Cause,Production Volume (units),Defect Rate (%),Foam Density,Sales Data
Factory_2,20-09-2024,Location_D,Type B,73.13263383,6.662621236,Major Repair,11,88.52476125,28.34009629,104.62,D,25.53,Compliant,8.67,3963.55,Morning,7,3,Basic,3.520142399,Category B,Supplier Y,28,Low,0.065077267,1571.89,43664.32,13.41,3,2,Material,5426,7.07,1.28,11117.54
Factory_3,31-08-2024,Location_B,Type A,87.55232777,8.004260165,Major Repair,8,85.60253884,44.00315943,405.05,A,27.32,Non-Compliant,13.75,3609.39,Morning,13,3,Intermediate,4.292100985,Category A,Supplier Y,18,Low,0.4792861,3188.93,55430.57,16.65,0,0,Operator Error,8719,0.1,1.53,41801.25
Factory_3,01-05-2021,Location_A,Type A,71.8506672,0.289571702,Routine,20,87.24076989,36.84995635,439.53,A,40.1,Non-Compliant,3.99,2614.33,Night,18,7,Basic,0.849340243,Category B,Supplier Z,1,Medium,0.56154664,8418.99,45684.8,17.91,3,2,Machine Fault,7492,1.83,1.92,9896.28
Factory_5,28-09-2020,Location_B,Type C,83.10147047,6.447856802,None,16,90.39457256,48.08788252,402.97,D,38.19,Non-Compliant,16.93,4313.55,Night,24,9,Intermediate,15.56361726,Category A,Supplier Y,24,Medium,0.236807268,3428.93,15907.24,23.17,4,3,Operator Error,1666,9.1,0.58,21263.36
Factory_4,08-03-2022,Location_C,Type B,82.58846166,5.539465055,Routine,17,89.59669784,53.21286748,145.99,C,44.45,Compliant,12.41,1297.38,Night,3,3,Advanced,1.352440462,Category B,Supplier Y,18,Low,0.478442454,6075.68,24025.65,13.08,0,4,Material,1936,1.29,0.96,24870.58
Factory_2,29-03-2024,Location_A,Type A,51.68951793,1.130045198,Major Repair,13,85.2103372,38.9888128,190.63,C,16.45,Compliant,6.61,3164.28,Night,12,9,Intermediate,4.968974492,Category B,Supplier X,3,Medium,0.142311276,7914.9,69638.68,19.96,3,1,Material,1255,3.52,1.25,23409.8
Factory_1,29-04-2024,Location_B,Type B,80.22868313,8.406001063,Major Repair,2,92.87638136,18.80343929,119.92,C,46.39,Non-Compliant,11.98,1544.39,Night,20,8,Intermediate,13.85654736,Category A,Supplier Z,13,High,0.496390367,1821.93,35538.61,9.79,1,3,Operator Error,2095,1.65,0.89,29463.77
Factory_4,28-05-2023,Location_C,Type C,54.81286191,6.230621082,None,4,87.43777098,24.10176507,366.23,D,36.72,Compliant,14.28,3928.57,Evening,17,7,Basic,19.61455882,Category A,Supplier X,2,Low,0.415589224,1755.85,40645.05,8.04,2,1,Material,3142,7.81,0.98,40495.89
Factory_5,20-11-2022,Location_B,Type A,66.8585435,6.457217838,Major Repair,17,94.27629197,11.78008649,399.77,C,16.28,Compliant,4.74,1713.17,Morning,9,6,Advanced,15.04942788,Category A,Supplier X,20,Low,0.808747314,3212.45,50122.7,28.52,0,4,Machine Fault,4699,4.53,1.35,48057.35
Factory_5,25-09-2024,Location_B,Type C,82.52659603,5.164070459,Major Repair,15,95.01853831,48.47499168,373.84,A,22.63,Compliant,18.74,1348.62,Night,12,4,Intermediate,19.30568341,Category C,Supplier X,19,High,0.989754787,2867.88,78349.43,23.22,4,3,Material,5894,5.34,1.36,49312.01
Factory_5,10-06-2022,Location_B,Type B,66.672781,4.007972646,None,4,96.59602194,33.22126391,231.58,D,40.87,Non-Compliant,5.47,4817.14,Night,12,3,Advanced,18.12270241,Category A,Supplier X,29,High,0.698691638,6728.55,50816.0,19.8,2,5,Material,4115,0.88,0.95,19274.87
Factory_4,29-01-2022,Location_C,Type A,68.12953232,4.464483903,Major Repair,4,88.23057599,31.91401192,290.83,D,16.11,Compliant,19.19,2657.94,Morning,8,7,Intermediate,4.528405011,Category B,Supplier X,10,Medium,0.139543097,4123.71,11294.65,19.25,2,3,Operator Error,1781,4.64,1.77,49559.78
Factory_5,27-02-2024,Location_B,Type C,70.12139028,1.334751615,Routine,15,96.0162193,54.15825036,305.41,B,19.21,Non-Compliant,13.19,3411.9,Night,1,3,Advanced,13.02036347,Category B,Supplier X,12,Low,0.747027487,3215.17,57849.03,6.23,0,1,Material,9045,9.78,1.43,23116.22
Factory_1,19-01-2021,Location_B,Type C,61.63392192,5.369491549,Routine,17,98.69011874,55.57677275,146.88,A,21.22,Non-Compliant,10.04,4533.21,Evening,13,5,Intermediate,4.569213014,Category C,Supplier Z,16,High,0.377033842,9658.03,63138.66,21.58,3,0,Operator Error,6273,4.08,1.54,48258.06
Factory_4,03-10-2022,Location_B,Type B,91.44762443,2.033306988,None,4,89.55578898,48.4206443,166.14,A,18.45,Non-Compliant,14.11,2940.18,Morning,6,9,Advanced,15.90139712,Category B,Supplier Y,28,Low,0.258790325,6784.73,19116.2,24.33,1,3,Operator Error,3330,0.29,0.54,32195.24
Factory_1,26-05-2022,Location_C,Type B,77.20048266,6.021038725,Major Repair,18,85.17958501,45.78978931,239.43,D,23.87,Non-Compliant,14.03,2417.0,Evening,9,2,Intermediate,7.799492794,Category B,Supplier Z,3,Medium,0.715246896,9725.68,39100.7,13.25,0,0,Machine Fault,1122,3.0,1.38,12663.22
Factory_5,14-06-2020,Location_A,Type B,50.81551312,4.706035109,None,14,97.38678363,32.37523613,423.48,B,24.6,Compliant,15.04,3982.16,Night,2,4,Intermediate,19.87205694,Category B,Supplier X,1,Low,0.29082358,5860.4,14357.89,10.28,0,5,Operator Error,8614,2.04,1.44,45920.92
Factory_1,13-07-2023,Location_C,Type C,52.79244201,4.906829014,None,8,91.21439437,57.80252733,234.44,D,26.84,Non-Compliant,4.46,3758.49,Night,26,7,Basic,8.439916174,Category B,Supplier X,26,Medium,0.097382876,8635.85,32258.79,6.66,0,2,Material,3704,0.84,0.66,11199.17
Factory_3,15-02-2022,Location_A,Type C,73.52301306,6.997149866,None,15,86.54748783,36.43582288,273.21,A,10.2,Non-Compliant,8.24,3417.03,Morning,21,5,Intermediate,13.44000666,Category A,Supplier Z,5,Medium,0.784619749,7336.95,52848.83,17.92,2,3,Material,1566,8.58,1.16,39467.05
Factory_5,17-04-2022,Location_C,Type C,62.78765499,9.014440966,Major Repair,3,96.90187912,9.138708755,101.37,C,34.42,Non-Compliant,4.75,4280.91,Morning,1,5,Basic,1.510258924,Category C,Supplier Y,15,Low,0.483498244,5870.92,24284.75,12.25,1,1,Operator Error,2542,2.81,1.62,32485.09
Factory_3,09-01-2024,Location_A,Type C,55.67005335,5.013337576,Major Repair,13,96.23217149,17.21473791,410.69,C,10.12,Non-Compliant,19.64,1217.72,Morning,15,8,Basic,17.18337452,Category A,Supplier Z,12,Medium,0.75105222,1899.53,98260.56,9.19,1,5,Operator Error,9265,1.82,1.84,24565.73
Factory_1,18-09-2021,Location_A,Type B,75.40640093,3.336180415,Major Repair,19,85.19832411,27.59723542,452.13,B,18.17,Non-Compliant,16.87,2537.67,Evening,29,6,Intermediate,5.038799915,Category C,Supplier X,24,Medium,0.213505574,8847.81,23752.22,17.79,1,1,Material,7820,0.3,0.94,40274.01
Factory_4,18-12-2022,Location_A,Type B,67.27354171,6.407829273,None,4,96.02888022,43.08392767,315.21,B,46.2,Non-Compliant,13.66,4956.32,Night,11,5,Basic,12.13889548,Category B,Supplier Y,20,Medium,0.390166174,7037.75,70452.06,14.93,1,3,Material,9642,0.78,1.65,15145.34
Factory_5,15-09-2021,Location_B,Type B,59.27904736,0.321304914,Routine,18,85.35065999,6.76439562,490.34,D,25.83,Compliant,12.22,1106.04,Morning,2,2,Intermediate,13.33817725,Category A,Supplier X,3,High,0.582552129,6058.13,32269.47,28.48,0,1,Material,2574,3.3,0.97,14603.63
Factory_1,28-10-2021,Location_D,Type A,99.95312032,4.063193353,Major Repair,8,98.75302576,45.37698222,476.02,C,28.65,Compliant,5.77,4908.68,Morning,27,5,Advanced,3.16139945,Category A,Supplier Z,21,Low,0.544601846,7770.3,46883.6,27.95,1,5,Material,3460,3.31,0.72,28053.54
Factory_1,14-05-2020,Location_C,Type A,68.76209945,0.477436705,Routine,7,88.11850603,31.36786607,121.32,B,17.78,Non-Compliant,4.33,1051.2,Evening,7,5,Advanced,17.58554906,Category C,Supplier Y,18,Medium,0.803493093,8333.62,90423.42,21.54,1,4,Operator Error,1450,1.32,1.46,32859.45
Factory_2,01-01-2020,Location_B,Type A,74.03912013,7.326212068,None,2,89.04059718,10.79706356,338.49,A,22.81,Non-Compliant,18.09,4998.63,Morning,17,6,Intermediate,5.573116165,Category C,Supplier X,29,Low,0.934775491,9253.17,33079.78,9.19,3,5,Material,1127,2.85,1.78,36765.3
Factory_5,18-10-2024,Location_A,Type B,79.20478211,6.792262355,Routine,16,94.58457436,29.42751996,177.26,B,12.22,Compliant,5.58,4266.48,Morning,4,3,Basic,6.408893347,Category C,Supplier Z,13,Medium,0.976271864,5389.51,40260.21,29.04,4,0,Machine Fault,2420,5.96,1.78,7840.37
Factory_1,17-11-2020,Location_C,Type B,83.57698066,7.197425379,None,1,91.26242133,32.54318286,429.89,C,42.47,Compliant,15.47,1607.68,Evening,25,4,Advanced,10.32110075,Category C,Supplier Z,29,Low,0.764066352,1875.98,40868.1,26.81,0,0,Machine Fault,9535,4.46,1.86,32441.51
Factory_4,26-01-2021,Location_B,Type B,83.34572663,7.559376599,Major Repair,4,98.27130856,28.78977286,336.5,C,14.75,Compliant,9.84,4906.07,Night,20,2,Basic,11.00058002,Category B,Supplier X,25,Low,0.072824165,4987.2,96749.93,21.84,3,1,Machine Fault,4924,1.16,1.55,19563.08
Factory_5,14-06-2020,Location_A,Type C,89.98941651,9.293024408,None,12,96.02896925,59.61637277,177.01,D,23.95,Non-Compliant,10.0,4280.74,Morning,11,9,Advanced,9.687625205,Category A,Supplier Z,22,Medium,0.758751594,9053.01,76191.56,18.2,0,0,Machine Fault,5735,7.95,1.05,31298.32
Factory_2,27-01-2023,Location_A,Type C,94.49652165,0.393175844,Major Repair,1,85.0882146,33.52973043,276.26,C,40.62,Compliant,2.91,4127.69,Morning,10,2,Intermediate,17.01541979,Category C,Supplier Z,4,Low,0.218936681,4769.45,26859.88,10.65,1,4,Operator Error,9417,1.97,0.64,41794.95
Factory_4,20-08-2022,Location_B,Type C,64.74443043,9.951876677,Major Repair,18,97.22156116,28.09287464,144.46,B,28.72,Non-Compliant,18.46,3021.95,Evening,18,8,Basic,10.44707754,Category B,Supplier Z,8,High,0.674246617,4400.11,34683.55,5.71,3,1,Machine Fault,2778,4.05,1.43,48707.09
Factory_3,18-02-2022,Location_C,Type A,99.37035048,6.176511583,Routine,13,97.35804743,57.25041523,387.38,D,42.8,Non-Compliant,17.16,2636.77,Morning,14,5,Basic,6.062572136,Category C,Supplier Z,14,Low,0.422694757,7539.35,19411.22,27.17,3,1,Machine Fault,2030,5.98,1.98,46460.69
Factory_4,09-06-2022,Location_B,Type C,81.68263759,0.203817054,Major Repair,20,96.11467981,28.69971301,395.29,D,25.05,Compliant,5.53,4363.88,Night,8,8,Intermediate,7.974250763,Category A,Supplier Y,8,Low,0.181312217,8976.48,49700.67,24.03,0,3,Material,7539,5.99,0.98,6458.8
Factory_1,20-09-2023,Location_C,Type C,95.6188672,2.826721091,Routine,12,87.9473897,48.24991337,165.49,D,18.09,Compliant,16.82,1044.73,Night,24,9,Advanced,0.777104198,Category C,Supplier Y,11,Low,0.595620825,1179.9,26195.95,13.54,0,4,Material,4063,3.61,1.9,48321.15
Factory_5,20-07-2024,Location_A,Type B,72.40889063,5.461660067,None,1,93.45057557,9.773677014,116.96,C,33.09,Compliant,12.48,1171.11,Morning,14,7,Basic,19.10184367,Category C,Supplier Z,19,High,0.732656312,3219.72,27805.16,20.39,3,0,Machine Fault,3395,1.71,1.19,35350.06
Factory_2,02-03-2023,Location_A,Type A,52.3275847,3.715713104,None,12,91.41305989,13.03243689,495.48,B,22.58,Non-Compliant,14.46,2574.85,Morning,18,5,Basic,15.21522769,Category A,Supplier Y,17,Low,0.012736617,1875.45,37004.92,25.36,3,4,Material,6441,1.87,1.17,13640.04
Factory_5,23-11-2023,Location_C,Type B,91.32524478,6.235804238,Routine,2,99.15468767,16.22532628,141.02,D,12.68,Non-Compliant,10.0,2041.02,Evening,21,5,Basic,8.950146074,Category C,Supplier Y,25,Low,0.332036229,5773.9,11214.81,25.68,1,4,Operator Error,7039,7.54,1.17,30931.67
Factory_5,23-10-2023,Location_D,Type A,78.26976252,3.08327066,Major Repair,9,99.20934485,30.21369689,122.08,C,49.73,Non-Compliant,5.1,4036.43,Morning,19,2,Advanced,15.21189253,Category A,Supplier Y,20,High,0.027295201,6518.29,80167.06,29.85,2,1,Machine Fault,6549,3.71,1.85,13954.56
Factory_1,05-01-2023,Location_B,Type A,53.6556838,9.949606835,Major Repair,8,96.91715958,35.79048635,128.89,A,14.62,Non-Compliant,3.04,1811.97,Evening,13,7,Basic,4.899849377,Category C,Supplier Y,7,Low,0.558432897,6022.82,57660.85,16.42,1,0,Machine Fault,3377,1.44,0.57,37738
Factory_1,15-12-2024,Location_C,Type A,68.83296812,1.335507339,None,7,92.32731841,37.53451559,334.46,A,41.32,Compliant,9.93,1372.95,Morning,1,6,Basic,8.095128502,Category C,Supplier X,18,Medium,0.320572768,9516.15,30181.24,26.85,4,4,Operator Error,2837,3.26,1.32,47849.88
Factory_3,05-11-2021,Location_B,Type B,56.18081233,0.139269318,Major Repair,11,89.60850165,20.09883189,267.71,D,21.03,Compliant,19.19,2171.14,Evening,3,10,Basic,8.096710091,Category A,Supplier Y,0,Medium,0.169297398,5536.64,63434.26,16.22,0,1,Machine Fault,6175,6.59,1.95,33263.56
Factory_4,11-12-2021,Location_C,Type C,94.44533331,6.514530343,Routine,1,97.33731482,36.37086534,239.0,D,11.33,Compliant,2.59,1400.68,Night,29,7,Intermediate,19.46901403,Category A,Supplier Y,30,Medium,0.520308521,2804.61,84006.72,26.9,2,0,Machine Fault,7000,8.09,1.96,46094.8
Factory_4,26-01-2020,Location_A,Type C,54.10368798,5.394073901,Major Repair,4,96.40988957,7.373602267,399.8,D,32.81,Compliant,1.17,4014.31,Evening,6,5,Basic,9.434406867,Category A,Supplier Y,15,High,0.571389224,3179.19,49077.33,20.41,4,4,Material,4166,8.34,1.24,40545.4
Factory_5,01-01-2020,Location_A,Type A,92.19301217,0.698323578,None,17,92.20028849,10.1711945,370.9,A,45.0,Non-Compliant,1.23,3158.87,Night,1,10,Intermediate,16.0027935,Category A,Supplier Z,27,Medium,0.9041463,3719.09,44206.16,21.85,3,0,Machine Fault,4338,8.59,0.54,48736.03
Factory_3,03-12-2020,Location_A,Type A,73.00921703,7.297152428,None,19,85.68964819,15.11209622,172.61,B,41.26,Non-Compliant,19.59,2342.4,Evening,20,3,Basic,6.378499061,Category B,Supplier Z,30,Medium,0.643359863,9118.14,76390.58,10.68,0,1,Material,3017,2.17,1.03,9910.76
Factory_3,15-11-2022,Location_B,Type C,64.48846335,9.081618199,Major Repair,12,91.85200704,18.50741687,481.47,D,19.03,Compliant,19.01,2957.39,Morning,2,6,Intermediate,8.152522835,Category C,Supplier Y,11,Low,0.03221016,3258.89,13093.56,23.26,0,5,Operator Error,2273,3.28,0.96,34452.51
Factory_1,16-05-2021,Location_C,Type A,58.5797837,2.684405095,None,2,99.08799276,21.98759891,380.4,A,49.36,Non-Compliant,17.12,3713.69,Night,1,5,Basic,12.66301453,Category C,Supplier Y,0,Medium,0.64430457,6974.19,14313.94,26.2,2,4,Material,7702,3.0,1.53,43434.46
Factory_5,30-09-2022,Location_C,Type A,84.77204673,3.779223471,None,3,98.90592141,29.564741,194.15,B,28.65,Non-Compliant,5.06,3623.52,Night,26,5,Advanced,11.26965369,Category B,Supplier X,25,Medium,0.421950524,7863.92,94151.38,6.95,3,0,Material,8143,5.18,0.66,8334.16
Factory_5,02-11-2024,Location_D,Type B,68.36942748,2.076227259,None,15,95.85581024,38.38858831,246.36,B,25.53,Compliant,17.54,3154.22,Morning,25,6,Advanced,17.87131681,Category C,Supplier Z,24,High,0.482110623,7463.06,73777.9,17.45,0,0,Material,6215,6.08,1.49,21314.75
Factory_4,01-04-2021,Location_B,Type A,83.27979935,2.70626692,None,13,90.57832304,34.93534926,390.74,A,14.35,Non-Compliant,13.11,2583.02,Night,9,3,Advanced,1.387485217,Category C,Supplier X,30,Low,0.205248916,1295.09,44330.66,11.59,0,1,Operator Error,4649,0.16,1.64,14345.8
Factory_1,09-04-2021,Location_D,Type C,92.91245301,1.176539427,Routine,8,99.43365563,6.892206325,299.8,C,24.49,Compliant,6.13,2607.2,Evening,29,4,Intermediate,9.661086367,Category B,Supplier X,0,Medium,0.275268514,3503.34,47022.79,11.96,1,3,Operator Error,6404,4.26,1.32,41028.27
Factory_3,16-01-2023,Location_D,Type A,75.29084679,2.592389142,Routine,6,87.93827583,7.957584877,187.1,D,10.62,Compliant,18.28,4588.79,Night,7,2,Basic,19.34686767,Category A,Supplier X,17,Low,0.758124062,8197.69,84787.14,16.93,2,5,Operator Error,9573,0.18,1.2,44209.77
Factory_2,22-08-2020,Location_B,Type B,91.54302203,7.033966869,None,13,94.2922002,11.23993672,239.52,B,45.78,Compliant,12.32,3268.87,Morning,24,10,Advanced,8.08398907,Category C,Supplier Y,27,High,0.713939864,4974.53,42600.37,14.1,0,4,Operator Error,4589,8.74,1.69,6313.49
Factory_3,30-12-2023,Location_B,Type B,95.8193339,8.898873689,None,9,87.96953891,51.42921993,114.54,B,16.04,Compliant,8.77,1634.93,Morning,13,2,Basic,6.816893908,Category B,Supplier Z,11,Low,0.304012788,8832.7,40288.19,24.29,0,1,Operator Error,4211,0.26,1.45,18934.79
Factory_2,08-09-2022,Location_A,Type C,96.61342403,3.459472631,Routine,16,88.74012642,55.35127127,413.36,D,14.41,Compliant,12.96,4376.24,Morning,25,3,Advanced,15.55035754,Category A,Supplier Z,15,High,0.954542134,5455.71,49256.27,17.71,1,3,Operator Error,8765,7.33,1.89,46762.13
Factory_1,05-03-2023,Location_D,Type A,71.41350203,3.478913306,Major Repair,17,94.77541939,50.62574229,356.46,A,34.82,Compliant,11.64,1580.96,Morning,4,3,Intermediate,14.15894306,Category B,Supplier Z,6,Medium,0.807573821,3237.02,95376.74,6.58,3,2,Machine Fault,5855,9.85,0.77,37544.53
Factory_4,07-05-2023,Location_D,Type C,85.37439234,8.98904903,Major Repair,19,89.18680095,59.70447688,423.16,C,39.66,Compliant,18.18,1793.08,Morning,3,10,Intermediate,10.24705349,Category C,Supplier Y,18,Medium,0.58037872,9940.71,77171.21,16.93,4,4,Machine Fault,2244,0.4,1.99,22173.6
Factory_5,12-10-2020,Location_A,Type B,86.67995851,3.826725733,Major Repair,13,87.48113442,35.99421452,472.75,B,18.41,Compliant,6.2,2858.55,Evening,23,10,Intermediate,14.89805095,Category C,Supplier Z,5,Low,0.483531445,5449.57,14640.46,13.17,2,0,Material,7116,4.91,0.65,28915.41
Factory_1,04-11-2021,Location_A,Type C,64.82152706,3.375198903,Major Repair,20,88.30077508,25.74661894,291.01,B,38.18,Compliant,13.01,2526.1,Morning,6,7,Basic,6.043551615,Category C,Supplier X,18,High,0.669582092,6043.67,81275.8,18.12,2,5,Material,9397,8.79,1.9,43336.18
Factory_2,22-09-2024,Location_D,Type B,95.5130028,0.138116962,Major Repair,2,90.90070102,21.14855111,356.9,B,22.64,Compliant,18.97,4656.16,Evening,27,3,Intermediate,9.123854612,Category A,Supplier Z,21,Low,0.201087861,1466.89,83464.08,17.39,2,3,Operator Error,7566,6.2,1.37,7392.89
Factory_3,10-05-2023,Location_D,Type C,69.65443764,2.545174724,None,1,94.65299197,35.94358571,313.97,D,14.01,Non-Compliant,6.83,4729.0,Evening,24,10,Intermediate,0.400833789,Category C,Supplier X,25,High,0.491339662,2659.93,79392.94,13.53,1,5,Machine Fault,9406,3.79,1.48,42194.38
Factory_1,30-04-2024,Location_D,Type B,95.87046046,7.698266752,Routine,6,87.51462186,35.99606075,285.33,C,26.38,Compliant,1.58,1901.94,Morning,6,3,Intermediate,15.79489061,Category C,Supplier X,3,Medium,0.052148873,4911.14,40470.24,18.17,2,0,Machine Fault,1013,3.24,0.78,25365.05
Factory_1,27-04-2020,Location_D,Type A,63.54578927,1.416499348,Routine,20,99.27049722,7.855643504,186.0,D,27.88,Non-Compliant,13.83,1708.4,Evening,9,4,Basic,0.721916066,Category C,Supplier Z,20,Low,0.78436899,7545.99,92743.04,5.02,1,4,Material,3439,5.56,1.12,12137.81
Factory_1,22-06-2024,Location_A,Type C,73.20866304,8.555298947,Major Repair,12,86.48586229,47.39154736,303.58,C,24.28,Compliant,10.37,3770.69,Morning,29,9,Advanced,0.297377507,Category C,Supplier Y,30,Medium,0.790701719,6973.4,32086.21,7.95,3,0,Machine Fault,3774,3.87,0.64,49231.63
Factory_1,11-08-2023,Location_A,Type B,57.55389362,4.839077765,Major Repair,6,85.01459824,17.44692055,186.72,C,19.25,Compliant,10.79,3298.93,Evening,13,6,Intermediate,15.47873035,Category B,Supplier Y,14,Medium,0.593058515,2472.38,16298.16,16.98,0,2,Operator Error,4435,5.98,1.04,19702.75
Factory_5,09-12-2024,Location_B,Type C,72.65848694,3.079101,None,14,91.0551886,37.99148437,152.72,D,40.46,Compliant,8.32,1740.43,Night,22,10,Basic,2.892060202,Category C,Supplier Z,30,Medium,0.726309063,1722.24,80533.41,11.16,2,3,Material,3635,8.62,1.56,26766.09
Factory_5,22-03-2020,Location_C,Type B,90.93727662,4.569483027,Routine,16,85.10889126,50.75714311,444.03,B,24.57,Non-Compliant,3.82,3186.93,Evening,26,9,Basic,6.946910298,Category A,Supplier Y,22,Medium,0.579324832,1538.24,10473.84,10.52,3,4,Machine Fault,8132,9.26,1.83,40555.7
Factory_2,15-10-2023,Location_D,Type B,77.14176776,8.931694745,Major Repair,20,95.12426903,21.73950654,404.62,A,21.86,Compliant,14.4,1769.32,Morning,16,5,Advanced,4.33767252,Category A,Supplier X,21,Medium,0.034402443,2887.85,44012.81,10.56,4,3,Machine Fault,8976,7.92,1.72,19231.75
Factory_4,22-11-2021,Location_B,Type B,50.60569542,5.39586387,Major Repair,6,94.22451323,52.29765909,440.28,C,39.82,Non-Compliant,19.74,1179.9,Night,17,3,Basic,17.57626057,Category A,Supplier X,19,High,0.212167746,4298.17,25524.19,26.65,2,1,Material,9889,3.3,0.6,35574.71
Factory_2,02-01-2023,Location_A,Type B,67.82439582,7.489519787,None,3,93.83989184,9.898969001,392.37,C,49.86,Non-Compliant,11.33,1085.06,Morning,16,5,Intermediate,5.116458029,Category A,Supplier X,1,Medium,0.980014871,4103.49,14022.67,22.47,2,1,Operator Error,8476,4.38,1.58,42222.8
Factory_5,22-11-2023,Location_C,Type A,74.45605103,7.7141608,Major Repair,19,98.84790187,51.57730611,200.54,C,11.8,Non-Compliant,3.02,2719.29,Morning,11,6,Advanced,15.33080784,Category C,Supplier X,28,Low,0.386252419,6664.56,57285.7,23.84,4,3,Material,5740,4.4,1.2,15678.76
Factory_2,07-02-2022,Location_C,Type B,64.16212474,6.007906504,Major Repair,11,88.99256464,16.34979732,453.96,C,19.02,Non-Compliant,11.51,1030.95,Evening,28,6,Intermediate,19.41917028,Category B,Supplier Y,6,High,0.132763908,3116.19,20903.17,13.12,3,0,Material,6438,6.03,1.68,41565.43
Factory_3,17-01-2020,Location_B,Type C,67.59287465,3.266682185,Routine,12,98.07087581,12.19575683,108.75,B,17.47,Non-Compliant,1.52,4333.16,Night,22,7,Intermediate,9.616904483,Category C,Supplier X,5,Low,0.173930356,1344.72,27163.52,16.89,1,5,Operator Error,8154,2.65,0.75,18619.89
Factory_4,12-11-2022,Location_B,Type C,79.09504015,0.396810565,Routine,8,97.94844293,25.70649938,181.97,C,12.66,Compliant,1.06,3680.05,Morning,21,2,Basic,17.2049301,Category A,Supplier Z,12,Medium,0.11497947,2073.85,97493.04,18.26,2,1,Operator Error,8269,5.73,0.93,19892.39
Factory_3,14-11-2024,Location_B,Type A,57.12498739,9.925989697,Major Repair,9,85.21046608,41.59790256,183.43,D,18.36,Compliant,8.19,3555.23,Night,28,4,Intermediate,12.69970863,Category B,Supplier Y,17,Medium,0.318064981,2590.2,21014.27,22.89,3,2,Operator Error,6474,8.72,1.19,48587.57
Factory_3,27-10-2021,Location_B,Type B,55.50873957,3.037296921,Routine,17,85.28352961,20.75943424,211.03,B,43.91,Compliant,3.49,3666.93,Night,8,7,Intermediate,6.715029111,Category B,Supplier X,8,High,0.195700749,7697.3,68338.03,21.31,4,3,Material,4254,6.17,0.76,46278.97
Factory_2,22-06-2021,Location_B,Type C,54.15247392,0.303763325,None,14,97.97083651,25.84780828,183.04,C,16.51,Compliant,1.35,1065.48,Morning,28,6,Intermediate,2.962867244,Category C,Supplier Z,8,High,0.78871051,7403.09,67417.31,11.5,0,3,Machine Fault,7449,9.65,0.92,23762.65
Factory_4,27-01-2023,Location_B,Type B,62.46689831,4.948251725,None,8,90.35257908,29.19879996,147.43,C,17.03,Compliant,17.5,4636.87,Evening,11,8,Intermediate,7.847702098,Category C,Supplier Y,29,Medium,0.871853773,1337.73,60180.27,7.52,0,2,Material,1911,7.6,1.57,28406.28
Factory_3,14-09-2020,Location_D,Type B,84.66988089,3.812288345,Routine,4,93.44796255,27.7416947,464.25,A,27.59,Non-Compliant,7.69,1857.11,Evening,23,6,Advanced,5.391915311,Category A,Supplier Y,19,Low,0.381692638,5202.12,35064.7,14.2,1,2,Machine Fault,1562,0.02,1.84,39527.74
Factory_1,06-05-2022,Location_A,Type A,98.76911215,9.982149139,Major Repair,12,96.95931064,46.05221209,357.05,A,16.85,Compliant,11.7,2206.52,Evening,13,7,Basic,17.15929319,Category C,Supplier Z,23,Medium,0.090911092,1187.57,76106.04,25.92,4,3,Material,5814,5.95,0.93,45070.36
Factory_2,19-11-2020,Location_C,Type C,82.27672593,2.426439077,None,8,93.71038432,46.47883595,473.52,B,15.79,Non-Compliant,4.56,1815.84,Evening,28,9,Basic,5.233154568,Category A,Supplier Y,25,Medium,0.048323849,9162.95,12360.81,5.34,3,3,Machine Fault,7654,5.91,1.27,5034.8
Factory_2,20-12-2024,Location_B,Type A,64.75406195,8.392825536,Major Repair,20,93.52796769,39.0084958,387.2,D,37.52,Non-Compliant,13.8,1418.61,Night,1,8,Advanced,9.762139081,Category B,Supplier X,10,Medium,0.008381659,8084.95,30122.53,16.83,4,0,Machine Fault,5145,4.6,0.81,24903.33
Factory_3,13-06-2023,Location_A,Type C,61.44047821,2.059645668,None,13,85.94493158,21.87328393,142.79,D,40.98,Compliant,19.11,2894.65,Night,23,5,Intermediate,18.04247716,Category C,Supplier X,3,Medium,0.687761591,3879.57,59149.18,26.94,1,1,Operator Error,3521,4.05,1.24,7661.2
Factory_3,29-12-2022,Location_D,Type B,89.98859465,1.280573439,Major Repair,12,89.71307584,51.3288952,257.72,D,31.92,Compliant,4.96,4985.15,Night,16,6,Intermediate,9.100045258,Category A,Supplier Y,27,Low,0.427466879,7421.39,94459.52,14.61,2,0,Operator Error,5986,0.26,0.87,42531.4
Factory_2,24-01-2022,Location_A,Type C,66.53673205,9.132034816,Major Repair,11,89.49355011,47.39400939,204.99,C,30.6,Non-Compliant,18.35,4372.65,Morning,25,4,Basic,19.48124789,Category A,Supplier X,30,High,0.185635048,9985.68,32613.1,12.93,4,5,Operator Error,1235,1.66,1.22,23342.3
